structure,resolution_high,abangle_HL_outlier,abangle_HC1_outlier,abangle_HC2_outlier,abangle_LC1_outlier,abangle_LC2_outlier,abangle_dc_outlier,cdrh3_high,cdr_high,rare_species,exclude
4xcy_H0-L0,True,False,False,False,False,False,False,False,False,False,True
4xcy_A0-B0,True,False,False,False,False,False,False,False,False,False,True
4xcy_C0-D0,True,False,False,False,False,False,False,False,False,False,True
4xcy_E0-F0,True,False,False,False,False,False,False,False,False,False,True
4xcy_G0-I0,True,False,False,False,False,False,False,False,False,False,True
4xcy_J0-K0,True,False,False,False,False,False,False,False,False,False,True
4xgz_O0-P0,False,False,False,False,False,False,False,False,False,False,False
4xgz_W0-X0,False,False,False,False,False,False,False,False,False,False,False
4xgz_A0-B0,False,False,False,False,False,False,False,False,False,False,False
4xgz_C0-D0,False,False,False,False,False,False,False,False,False,False,False
4xgz_E0-F0,False,False,False,False,False,False,False,False,False,False,False
4xgz_G0-I0,False,False,False,False,False,False,False,False,False,False,False
4xgz_J0-K0,False,False,False,False,False,False,False,False,False,False,False
4xgz_H0-L0,False,False,False,False,False,False,False,False,False,False,False
4xgz_M0-N0,False,False,False,False,False,False,False,False,False,False,False
4xgz_Q0-R0,False,False,False,False,False,False,False,False,False,False,False
4xgz_S0-T0,False,False,False,False,False,False,False,False,False,False,False
4xgz_U0-V0,False,False,False,False,False,False,False,False,False,False,False
4xh2_A0-B0,False,False,False,False,False,False,False,False,False,False,False
4xh2_C0-D0,False,False,False,False,False,False,False,False,False,False,False
4xh2_E0-F0,False,False,False,False,False,False,False,False,False,False,False
4xh2_J0-K0,False,False,False,False,False,False,False,False,False,False,False
4xh2_G0-I0,False,False,False,False,False,False,False,False,False,False,False
4xh2_H0-L0,False,False,False,False,False,False,False,False,False,False,False
4xhj_D0-C0,False,False,False,False,False,False,False,False,False,False,False
4xhj_H0-G0,False,False,False,False,False,False,False,False,False,False,False
4xi5_D0-C0,True,False,False,False,False,False,False,False,False,False,True
4xmk_H0-L0,False,False,False,False,False,False,False,False,False,False,False
4xmk_I0-M0,False,False,False,False,False,False,False,False,False,False,False
4xmk_J0-N0,False,False,False,False,False,False,False,False,False,False,False
4xml_H0-L0,False,False,False,False,False,False,False,False,False,False,False
4xmm_H0-L0,True,False,False,False,False,False,False,False,False,False,True
4xmp_H0-L0,False,False,False,False,False,False,False,False,False,False,False
4xnm_H0-L0,False,False,False,False,False,False,False,False,False,False,False
4xnm_B0-A0,False,False,False,False,False,False,False,False,False,False,False
4xnq_B0-A0,False,False,False,False,False,False,False,False,False,False,False
4xnq_H0-L0,False,False,False,False,False,False,False,False,False,False,False
4xnu_H0-L0,False,False,False,False,False,False,False,False,False,False,False
4xnx_H0-L0,False,False,False,False,False,False,False,False,False,False,False
4xny_H0-L0,False,False,False,False,False,False,False,False,False,False,False
4xnz_H0-L0,False,False,False,False,False,False,False,False,False,False,False
4xnz_B0-C0,False,False,False,False,False,False,False,False,False,False,False
4xnz_E0-F0,False,False,False,False,False,False,False,False,False,False,False
4xp1_H0-L0,False,False,False,False,False,False,False,False,False,False,False
4xp4_H0-L0,False,False,False,False,False,False,False,False,False,False,False
4xp5_H0-L0,False,False,False,False,False,False,False,False,False,False,False
4xpa_H0-L0,False,False,False,False,False,False,False,False,False,False,False
4xpb_H0-L0,False,False,False,False,False,False,False,False,False,False,False
4xpf_H0-L0,False,False,False,False,False,False,False,False,False,False,False
4xpg_H0-L0,False,False,False,False,False,False,False,False,False,False,False
4xph_H0-L0,False,False,False,False,False,False,False,False,False,False,False
4xpt_H0-L0,False,False,False,False,False,False,False,False,False,False,False
4xrc_B0-A0,False,False,False,False,False,False,False,False,False,False,False
4xrc_H0-L0,False,False,False,False,False,False,False,False,False,False,False
4xtr_E0-F0,False,False,False,False,False,False,False,False,False,True,True
4xtr_C0-D0,False,False,False,False,False,False,False,False,False,True,True
4xvj_H0-L0,False,False,False,False,False,False,False,False,False,False,False
4xvt_H0-L0,False,False,False,False,False,False,False,False,False,False,False
4xvu_C0-D0,False,False,False,False,False,False,False,False,False,True,True
4xvu_E0-F0,False,False,False,False,False,False,False,False,False,True,True
4xvu_I0-J0,False,False,False,False,False,False,False,False,False,True,True
4xvu_K0-L0,False,False,False,False,False,False,False,False,False,True,True
4xwo_C0-D0,False,False,False,False,False,False,False,False,False,True,True
4xwo_I0-J0,False,False,False,False,False,False,False,False,False,True,True
4xwo_Q0-R0,False,False,False,False,False,False,False,False,False,True,True
4xwo_W0-X0,False,False,False,False,False,False,False,False,False,True,True
4xwo_E0-F0,False,False,False,False,False,False,False,False,False,True,True
4xwo_K0-L0,False,False,False,False,False,False,False,False,False,True,True
4xwo_O0-P0,False,False,False,False,False,False,False,False,False,True,True
4xwo_U0-V0,False,False,False,False,False,False,False,False,False,True,True
4xx1_H0-L0,True,False,False,False,False,False,False,False,False,False,True
4xx1_E0-G0,True,False,False,False,False,False,False,False,False,False,True
4xx1_M0-O0,True,False,False,False,False,False,False,False,False,False,True
4xxd_B0-A0,False,False,False,False,False,False,False,False,False,False,False
4xxd_E0-D0,False,False,False,False,False,False,False,False,False,False,False
4xzu_A0-B0,False,False,False,False,False,False,False,False,False,False,False
4xzu_E0-F0,False,False,False,False,False,False,False,False,False,False,False
4y5v_A0-B0,False,False,False,False,False,False,False,False,False,False,False
4y5v_D0-E0,False,False,False,False,False,False,False,False,False,False,False
4y5v_G0-H0,False,False,False,False,False,False,False,False,False,False,False
5mv3_A0-B0,False,False,False,False,False,False,False,False,False,False,False
5mv3_C0-D0,False,False,False,False,False,False,False,False,False,False,False
5mv3_F0-G0,False,False,False,False,False,False,False,False,False,False,False
5mv3_I0-J0,False,False,False,False,False,False,False,False,False,False,False
5mv3_O0-P0,False,False,False,False,False,False,False,False,False,False,False
5mv3_R0-S0,False,False,False,False,False,False,False,False,False,False,False
5mv3_U0-V0,False,False,False,False,False,False,False,False,False,False,False
5mv3_L0-M0,False,False,False,False,False,False,False,False,False,False,False
5mv4_A0-B0,False,False,False,False,False,False,False,False,False,False,False
5mv4_C0-D0,False,False,False,False,False,False,False,False,False,False,False
5mv4_F0-G0,False,False,False,False,False,False,False,False,False,False,False
5mv4_I0-J0,False,False,False,False,False,False,False,False,False,False,False
5mv4_L0-M0,False,False,False,False,False,False,False,False,False,False,False
5mv4_O0-P0,False,False,False,False,False,False,False,False,False,False,False
5mv4_R0-S0,False,False,False,False,False,False,False,False,False,False,False
5mv4_U0-V0,False,False,False,False,False,False,False,False,False,False,False
6x58_A0-B0,False,False,False,False,False,False,False,False,False,False,False
6x58_C0-D0,False,False,False,False,False,False,False,False,False,False,False
5gir_H0-L0,False,False,False,False,False,False,False,False,False,False,False
5gir_A0-B0,False,False,False,False,False,False,False,False,False,False,False
7evy_E0-E1,False,False,False,False,False,False,False,False,False,False,False
7rco_D0-C0,False,False,False,False,False,False,False,False,False,False,False
7rco_F0-E0,False,False,False,False,False,False,False,False,False,False,False
7rd3_A0-B0,False,False,False,False,False,False,False,False,False,False,False
7rd3_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7rd4_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7rd4_A0-B0,False,False,False,False,False,False,False,False,False,False,False
7rd5_B0-A0,True,False,False,False,False,False,False,False,False,False,True
7rd5_D0-C0,True,False,False,False,False,False,False,False,False,False,True
7rd9_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7rda_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7rdj_B0-A0,False,False,False,False,False,False,False,False,False,False,False
7rdk_B0-A0,False,False,False,False,False,False,False,False,False,False,False
7rdl_B0-A0,False,False,False,False,False,False,False,False,False,False,False
7rdl_D0-C0,False,False,False,False,False,False,False,False,False,False,False
7rdm_B0-A0,False,False,False,False,False,False,False,False,False,False,False
7rdw_G0-I0,True,False,False,False,False,False,False,False,False,False,True
7rdw_U0-V0,True,False,False,False,False,False,False,False,False,False,True
7rdw_H0-L0,True,False,False,False,False,False,False,False,False,False,True
7rdw_Q0-R0,True,False,False,False,False,False,False,False,False,False,True
7re7_I0-J0,False,False,False,False,False,False,False,False,False,False,False
7re7_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7re9_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7re9_A0-B0,False,False,False,False,False,False,False,False,False,False,False
7rfb_A0-B0,False,False,False,False,False,False,False,False,False,False,False
7rfb_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7rfc_A0-B0,False,True,False,False,False,False,False,False,False,False,True
7rfc_H0-L0,False,True,False,False,False,False,False,False,False,False,True
7rfp_H0-L0,True,False,False,False,False,False,False,False,False,False,True
7rfp_I0-M0,True,False,False,False,False,False,False,False,False,False,True
7rg9_E0-E1,False,False,False,False,False,False,False,False,False,False,False
7rgp_E0-E1,False,False,False,False,False,False,False,False,False,False,False
7rk1_C0-C1,False,False,False,False,False,False,False,False,False,False,False
7rk1_D0-D1,False,False,False,False,False,False,False,False,False,False,False
7rk2_C0-C1,False,False,False,False,False,False,False,False,False,False,False
7rk2_D0-D1,False,False,False,False,False,False,False,False,False,False,False
7rkf_D0-D1,True,False,False,False,False,False,False,False,False,False,True
7rkm_D0-D1,False,False,False,False,False,False,False,False,False,False,False
7rkn_D0-D1,True,False,False,False,False,False,False,False,False,False,True
7rks_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7rks_I0-M0,False,False,False,False,False,False,False,False,False,False,False
7rku_E0-F0,False,False,False,False,False,False,False,False,False,False,False
7rku_G0-I0,False,False,False,False,False,False,False,False,False,False,False
7rku_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7rku_J0-K0,False,False,False,False,False,False,False,False,False,False,False
7rkv_D0-H0,False,False,False,False,False,False,False,False,False,False,False
7rkv_E0-F0,False,False,False,False,False,False,False,False,False,False,False
7rkv_G0-L0,False,False,False,False,False,False,False,False,False,False,False
7rkx_D0-D1,False,False,False,False,False,False,False,False,False,False,False
7rky_D0-D1,True,False,False,False,False,False,False,False,False,False,True
7rlv_A0-B0,False,False,False,False,False,False,False,False,False,False,False
7rlv_C0-D0,False,False,False,False,False,False,False,False,False,False,False
7rlv_E0-F0,False,False,False,False,False,False,False,False,False,False,False
7rlw_A0-B0,False,False,False,False,False,False,False,False,False,False,False
7rlw_C0-D0,False,False,False,False,False,False,False,False,False,False,False
7rlx_A0-B0,False,False,False,False,False,False,False,False,False,False,False
7rlz_A0-B0,False,False,False,False,False,False,False,False,False,False,False
7rlz_D0-C0,False,False,False,False,False,False,False,False,False,False,False
7rm0_A0-B0,False,False,False,False,False,False,False,False,False,False,False
7rm0_C0-D0,False,False,False,False,False,False,False,False,False,False,False
7rm0_E0-F0,False,False,False,False,False,False,False,False,False,False,False
7rm0_G0-H0,False,False,False,False,False,False,False,False,False,False,False
7rm1_A0-B0,False,False,False,False,False,False,False,False,False,False,False
7rm1_C0-D0,False,False,False,False,False,False,False,False,False,False,False
7rnj_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7rp0_A0-B0,False,False,False,False,False,False,False,False,False,False,False
7rp2_H0-I0,False,False,False,False,False,False,False,False,False,False,False
7rpt_A0-B0,False,False,False,False,False,False,False,False,False,False,False
7rpt_C0-D0,False,False,False,False,False,False,False,False,False,False,False
7rpt_E0-F0,False,False,False,False,False,False,False,False,False,False,False
7rpt_G0-H0,False,False,False,False,False,False,False,False,False,False,False
7rpu_A0-B0,False,False,False,False,False,False,False,False,False,False,False
7rq6_H0-L0,True,False,False,False,False,False,False,False,False,False,True
7rq6_D0-E0,True,False,False,False,False,False,False,False,False,False,True
7rq6_J0-K0,True,False,False,False,False,False,False,False,False,False,True
7rqp_A0-B0,False,False,False,False,False,False,False,False,False,False,False
7tbf_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7tbf_D0-E0,False,False,False,False,False,False,False,False,False,False,False
7tc9_H0-L0,True,False,False,False,False,False,False,False,False,False,True
7tdm_H0-L0,True,False,False,False,False,False,False,False,False,False,True
3nh7_I0-M0,False,False,False,False,False,False,False,False,False,False,False
3nh7_J0-N0,False,False,False,False,False,False,False,False,False,False,False
3nh7_K0-O0,False,False,False,False,False,False,False,False,False,False,False
3nh7_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7n0a_B0-A0,False,False,False,False,False,False,False,False,False,False,False
7vzt_B0-C0,False,False,False,False,False,False,False,False,False,False,False
7wcp_D0-E0,False,False,False,False,False,False,False,False,False,False,False
7wcp_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7wcp_M0-N0,False,False,False,False,False,False,False,False,False,False,False
7y24_S0-S1,False,False,False,False,False,False,False,False,False,False,False
8dcm_A0-B0,False,False,False,False,False,False,False,False,False,False,False
8dv6_C0-L0,False,False,False,False,False,False,False,False,False,False,False
8dv6_H0-D0,False,False,False,False,False,False,False,False,False,False,False
8dvd_H0-L0,True,False,False,False,False,False,False,True,False,False,True
8dw2_D0-C0,True,False,False,False,False,False,False,False,False,False,True
8dw2_H0-L0,True,False,False,False,False,False,False,False,False,False,True
8dw3_D0-C0,True,False,False,False,False,False,False,False,False,False,True
8dw3_H0-L0,True,False,False,False,False,False,False,False,False,False,True
8dwc_E0-E1,False,False,False,False,False,False,False,False,False,False,False
8dwg_E0-E1,False,False,False,False,False,False,False,False,False,False,False
8dwo_S0-T0,False,False,False,False,False,False,False,False,False,False,False
8dwo_U0-V0,False,False,False,False,False,False,False,False,False,False,False
8dwo_H0-L0,False,False,False,False,False,False,False,False,False,False,False
8dww_H0-L0,False,False,False,False,False,False,False,False,False,False,False
8dww_V0-U0,False,False,False,False,False,False,True,False,False,False,True
8dww_X0-W0,False,False,False,False,False,False,True,False,False,False,True
8dww_Z0-Y0,False,False,False,False,False,False,False,False,False,False,False
8dwx_V0-U0,False,False,False,False,False,False,False,False,False,False,False
8dwx_X0-W0,False,False,False,False,False,False,False,False,False,False,False
8dwx_Z0-Y0,False,False,False,False,False,False,False,False,False,False,False
8dwx_H0-L0,False,False,False,False,False,False,False,False,False,False,False
8dwy_H0-L0,False,False,False,False,True,False,False,False,False,False,True
8dwy_V0-U0,False,False,False,False,True,False,False,False,False,False,True
8dwy_X0-W0,False,False,False,False,True,False,False,False,False,False,True
8dwy_Z0-Y0,False,False,False,False,True,False,False,False,False,False,True
8dxs_H0-L0,True,False,False,False,False,False,True,False,False,False,True
8dxu_H0-L0,False,False,False,False,False,False,False,False,False,False,False
8dxu_A0-B0,False,False,False,False,False,False,False,False,False,False,False
8dy0_A0-A1,False,False,False,False,False,False,False,False,False,False,False
8dy0_B0-B1,False,False,False,False,False,False,False,False,False,False,False
8dy5_A1-A0,False,False,False,False,False,False,False,False,False,False,False
8dy5_B1-B0,False,False,False,False,False,False,False,False,False,False,False
8dy6_C0-D0,True,False,False,False,False,False,False,False,False,False,True
8dy6_G0-H0,True,False,False,False,False,False,False,False,False,False,True
8dy6_K0-L0,True,False,False,False,False,False,False,False,False,False,True
8dyt_H0-L0,False,False,False,False,False,False,False,False,False,False,False
8dyt_A0-B0,False,False,False,False,False,False,False,False,False,False,False
8dyt_C0-D0,False,False,False,False,False,False,False,False,False,False,False
8dyt_E0-F0,False,False,False,False,False,False,False,False,False,False,False
8dyt_M0-N0,False,False,False,False,False,False,False,False,False,False,False
8dyt_O0-P0,False,False,False,False,False,False,False,False,False,False,False
8dyt_Q0-R0,False,False,False,False,False,False,False,False,False,False,False
8dyt_S0-T0,False,False,False,False,False,False,False,False,False,False,False
8dyw_H0-L0,True,False,False,False,False,False,False,False,False,False,True
8dyw_A0-B0,True,False,False,False,False,False,False,False,False,False,True
8dyw_C0-D0,True,False,False,False,False,False,False,False,False,False,True
8dyw_E0-F0,True,False,False,False,False,False,False,False,False,False,True
8dyw_M0-N0,True,False,False,False,False,False,False,False,False,False,True
8dyw_O0-P0,True,False,False,False,False,False,False,False,False,False,True
8dyw_Q0-R0,True,False,False,False,False,False,False,False,False,False,True
8dyw_S0-T0,True,False,False,False,False,False,False,False,False,False,True
8dyw_U0-V0,True,False,False,False,False,False,False,False,False,False,True
8dyw_W0-X0,True,False,False,False,False,False,False,False,False,False,True
8dyx_H0-L0,False,False,False,False,False,False,False,False,False,False,False
8dyx_A0-B0,False,False,False,False,False,False,False,False,False,False,False
8dyx_C0-D0,False,False,False,False,False,False,False,False,False,False,False
8dyx_E0-F0,False,False,False,False,False,False,False,False,False,False,False
8dyx_M0-N0,False,False,False,False,False,False,False,False,False,False,False
8dyx_O0-P0,False,False,False,False,False,False,False,False,False,False,False
8dyx_Q0-R0,False,False,False,False,False,False,False,False,False,False,False
8dyx_S0-T0,False,False,False,False,False,False,False,False,False,False,False
8dyx_U0-V0,False,False,False,False,False,False,False,False,False,False,False
8dyx_W0-X0,False,False,False,False,False,False,False,False,False,False,False
8dyx_Y0-Z0,False,False,False,False,False,False,False,False,False,False,False
8dyy_H0-L0,True,False,False,False,False,False,False,False,False,False,True
8dyy_A0-B0,True,False,False,False,False,False,False,False,False,False,True
8dyy_C0-D0,True,False,False,False,False,False,False,False,False,False,True
8dyy_E0-F0,True,False,False,False,False,False,False,False,False,False,True
8dyy_M0-N0,True,False,False,False,False,False,False,False,False,False,True
8dyy_O0-P0,True,False,False,False,False,False,False,False,False,False,True
8dyy_Q0-R0,True,False,False,False,False,False,False,False,False,False,True
8dyy_S0-T0,True,False,False,False,False,False,False,False,False,False,True
8dyy_U0-V0,True,False,False,False,False,False,False,False,False,False,True
8dzi_H0-L0,False,False,False,False,False,False,False,False,False,False,False
8dzi_B0-D0,False,False,False,False,False,False,False,False,False,False,False
8dzi_G0-F0,False,False,False,False,False,False,False,False,False,False,False
8dzp_E0-E1,False,False,False,False,False,False,False,False,False,False,False
8dzr_E0-E1,False,False,False,False,False,False,False,False,False,False,False
8dzs_E0-E1,False,False,False,False,False,False,False,False,False,False,False
8dzv_A1-A0,False,False,False,False,False,False,False,False,False,False,False
8dzw_H0-L0,False,False,False,False,False,False,False,False,False,False,False
8dzw_I0-M0,False,False,False,False,False,False,False,False,False,False,False
8dzw_J0-N0,False,False,False,False,False,False,False,False,False,False,False
8e1g_H0-L0,False,False,False,False,False,False,False,False,False,False,False
8e1g_V0-T0,False,False,False,False,False,False,False,False,False,False,False
8e1m_H0-L0,False,False,False,False,False,False,False,False,False,False,False
8e2u_H0-L0,False,False,False,False,False,False,False,False,False,False,False
8e6j_H0-L0,False,False,False,False,False,False,False,False,False,False,False
8e6j_E0-I0,False,False,False,False,False,False,False,False,False,False,False
8e6j_F0-J0,False,False,False,False,False,False,False,False,False,False,False
8e6j_G0-K0,False,False,False,False,False,False,False,False,False,False,False
8e6k_H0-L0,False,False,False,False,False,False,False,False,False,False,False
8e6k_E0-I0,False,False,False,False,False,False,False,False,False,False,False
8e6k_G0-K0,False,False,False,False,False,False,False,False,False,False,False
8e6k_F0-J0,False,False,False,False,False,False,False,False,False,False,False
8e7m_H0-L0,False,False,False,False,False,False,False,False,False,False,False
8e8l_H0-L0,False,False,False,False,False,False,False,False,False,False,False
8e8r_H0-L0,False,False,False,False,False,False,False,False,False,False,False
8e8s_H0-L0,False,False,False,False,False,False,False,False,False,False,False
8e8x_H0-L0,False,False,False,False,False,False,False,False,False,False,False
8e8y_H0-L0,False,False,False,False,False,False,False,False,False,False,False
8e8z_H0-L0,False,False,False,False,False,False,False,False,False,False,False
8elq_H0-L0,False,False,False,False,False,False,False,False,False,False,False
8h8j_H0-H1,False,False,False,False,False,False,False,False,False,False,False
8hqm_H0-H1,False,False,False,False,False,False,False,False,False,False,False
3wbd_A1-A0,False,False,False,False,False,False,False,False,False,False,False
3wbd_B1-B0,False,False,False,False,False,False,False,False,False,False,False
6pef_A0-B0,False,False,False,False,False,False,False,False,False,False,False
6pef_D0-E0,False,False,False,False,False,False,False,False,False,False,False
6t3f_H0-L0,False,False,False,False,False,False,False,False,False,False,False
6ug7_H0-L0,False,False,False,False,False,False,False,False,False,False,False
6ug8_H0-L0,False,False,False,False,False,False,False,False,False,False,False
6ug9_H0-L0,False,False,False,False,False,False,False,False,False,False,False
6ug9_J0-K0,False,False,False,False,False,False,False,False,False,False,False
6ug9_A0-B0,False,False,False,False,False,False,False,False,False,False,False
6uga_B0-A0,False,False,False,False,False,False,False,False,False,False,False
6uga_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7czt_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7czt_I0-M0,False,False,False,False,False,False,False,False,False,False,False
7czu_J0-N0,False,False,False,False,False,False,False,False,False,False,False
7czu_H0-K0,False,False,False,False,False,False,False,False,False,False,False
7czv_H0-K0,False,False,False,False,False,False,False,False,False,False,False
7czv_I0-M0,False,False,False,False,False,False,False,False,False,False,False
7czv_J0-N0,False,False,False,False,False,False,False,False,False,False,False
7czw_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7czw_J0-N0,False,False,False,False,False,False,False,False,False,False,False
7czx_I0-M0,False,False,False,False,False,False,False,False,False,False,False
7czx_H0-K0,False,False,False,False,False,False,False,False,False,False,False
7czx_J0-N0,False,False,False,False,False,False,False,False,False,False,False
7czy_H0-K0,False,False,False,False,False,False,False,False,False,False,False
7czy_J0-N0,False,False,False,False,False,False,False,False,False,False,False
7czz_I0-M0,False,False,False,False,False,False,False,False,False,False,False
7czz_J0-N0,False,False,False,False,False,False,False,False,False,False,False
7czz_H0-K0,False,False,False,False,False,False,False,False,False,False,False
7d00_H0-K0,False,False,False,False,False,False,False,False,False,False,False
7d00_J0-N0,False,False,False,False,False,False,False,False,False,False,False
7d0c_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7d0c_G0-F0,False,False,False,False,False,False,False,False,False,False,False
7d0d_H0-L0,True,False,False,False,False,False,False,False,False,False,True
7d0d_G0-F0,True,False,False,False,False,False,False,False,False,False,True
7d3k_H0-L0,True,False,True,False,True,False,True,False,False,False,True
7d3l_H0-L0,True,True,True,True,False,True,True,True,False,False,True
7d3m_H0-L0,True,False,True,True,False,True,False,True,False,False,True
7d3r_H0-L0,False,False,True,True,False,True,False,True,False,False,True
7d4g_N0-G0,True,False,False,False,False,False,False,False,False,False,True
7d6i_B0-C0,False,False,False,False,False,False,False,False,False,False,False
7d77_S0-S1,False,False,False,False,False,False,False,False,False,False,False
7d85_B0-C0,False,False,False,False,False,False,False,False,False,False,False
7d85_E0-F0,False,False,False,False,False,False,False,False,False,False,False
7d9z_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7db6_E0-E1,False,False,False,False,False,False,False,False,False,False,False
7dc8_B0-A0,False,False,False,False,False,False,False,False,False,False,False
7dc8_E0-D0,False,False,False,False,False,False,False,False,False,False,False
7dcc_A0-F0,True,False,False,False,False,False,False,False,False,False,True
7dcc_B0-M0,True,False,False,False,False,False,True,False,False,False,True
7dcc_D0-H0,True,False,False,False,False,False,True,False,False,False,True
7dce_H0-L0,True,False,False,False,False,False,False,False,False,False,True
7dcx_A0-F0,True,True,False,False,False,False,False,False,False,False,True
7dcx_B0-G0,True,False,False,True,False,False,False,False,False,False,True
7dcx_E0-H0,True,False,False,False,False,True,True,False,False,False,True
7dd2_E0-H0,True,False,False,False,False,False,True,False,False,False,True
7dd2_A0-B0,True,True,False,False,False,False,True,False,False,False,True
7dd8_A0-B0,True,False,False,False,False,False,False,False,False,False,True
7det_B0-B1,False,False,False,False,False,False,False,False,False,False,False
7det_D0-D1,False,False,False,False,False,False,False,False,False,False,False
7deu_B0-B1,False,False,False,False,False,False,False,False,False,False,False
7dfa_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7dfb_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7kpj_A0-B0,False,False,False,False,False,False,False,False,False,False,False
7kpj_C0-D0,False,False,False,False,False,False,False,False,False,False,False
7kq7_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7kqb_H0-L0,False,False,False,False,False,False,False,False,False,False,False
7kqb_K0-J0,False,False,False,False,False,False,False,False,False,False,False
7ld1_M0-N0,False,False,False,False,False,False,False,False,False,False,False
7ld1_P0-O0,False,False,False,False,False,False,False,False,False,False,False
7ld1_H0-L0,False,False,True,False,False,False,False,False,False,False,True
5e8d_H0-L0,False,False,False,False,False,False,False,False,False,False,False
5e8e_B0-A0,False,False,False,False,False,False,False,False,False,False,False
5eu7_E0-C0,False,False,False,False,False,False,False,False,False,False,False
5eu7_F0-D0,False,False,False,False,False,False,False,False,False,False,False
5hbv_D0-C0,False,False,False,False,False,False,False,False,False,False,False
5hcg_H0-L1,False,False,False,False,False,False,False,False,False,False,False
5hcg_H1-L0,False,False,False,False,False,False,False,False,False,False,False
5hdb_E0-F0,False,False,False,False,False,False,False,False,False,False,False
5hdb_H0-L0,False,False,False,False,False,False,False,False,False,False,False
6al1_H0-L0,False,False,False,False,False,False,False,False,False,False,False
6al5_H0-L0,False,False,False,False,False,False,False,False,False,False,False
6amj_H0-L0,False,False,False,False,False,False,False,False,False,False,False
6amj_B0-A0,False,False,False,False,False,False,False,False,False,False,False
6amm_H0-L0,False,False,False,False,False,False,False,False,False,False,False
6ana_H0-L0,False,True,False,False,False,False,False,False,False,False,True
6and_H0-L0,False,False,False,False,False,False,False,False,False,False,False
6ani_I0-M0,False,False,False,False,False,False,False,False,False,False,False
6ani_H0-L0,False,False,False,False,False,False,False,False,False,False,False
6anp_H0-L0,False,False,False,False,False,False,False,False,False,False,False
6anp_B0-A0,False,False,False,False,False,False,False,False,False,False,False
6aod_B0-A0,False,False,False,False,False,False,False,False,False,False,False
6apb_H0-L0,False,False,False,False,False,False,False,False,False,False,False
6apc_H0-L0,False,False,False,False,False,False,False,False,False,False,False
6apd_F0-G0,True,False,False,False,False,False,False,False,False,False,True
6apd_H0-I0,True,False,False,False,False,False,False,False,False,False,True
6apd_D0-E0,True,False,False,False,False,False,False,False,False,False,True
6apd_J0-L0,True,False,False,False,False,False,False,False,False,False,True
6apd_K0-M0,True,False,False,False,False,False,False,False,False,False,True
6apd_N0-O0,True,False,False,False,False,False,False,False,False,False,True
6aq7_H0-L0,False,False,False,False,False,False,False,False,False,False,False
6aru_C0-B0,False,False,False,False,False,False,False,False,False,False,False
6att_H0-L0,True,False,False,False,False,False,False,False,False,False,True
6avq_H0-L0,True,False,False,False,False,False,False,False,False,False,True
6avu_H0-L0,True,False,False,False,False,False,False,False,False,False,True
6awn_B0-C0,True,False,False,False,False,False,False,False,False,False,True
6awo_B0-C0,True,False,False,False,False,False,False,False,False,False,True
6awp_B0-C0,True,False,False,False,False,False,False,False,False,False,True
6axk_A0-B0,False,False,False,False,False,False,False,False,False,False,False
6axl_D0-C0,False,False,False,False,False,False,False,False,False,False,False
6axl_A0-B0,False,False,False,False,False,False,False,False,False,False,False
6ayz_B0-D0,False,False,False,False,False,False,False,False,False,False,False
6ayz_R0-C0,False,False,False,False,False,False,False,False,False,False,False
6az2_A0-F0,False,False,False,False,False,False,False,False,False,False,False
6az2_C0-E0,False,False,False,False,False,False,False,False,False,False,False
6azl_B0-A0,False,False,False,False,False,False,False,False,False,False,False
6azl_D0-C0,False,False,False,False,False,False,False,False,False,False,False
6azm_B0-A0,False,False,False,False,False,False,False,False,False,False,False
6azm_D0-C0,False,False,False,False,False,False,False,False,False,False,False
6azx_C0-D0,False,False,False,False,False,False,False,False,False,False,False
6azx_A0-B0,False,False,False,False,False,False,False,False,False,False,False
6azz_F0-E0,False,False,False,False,False,False,False,False,False,False,False
6azz_C0-B0,False,False,False,False,False,False,False,False,False,False,False
6b0a_H0-L0,False,False,False,False,False,False,False,False,False,False,False
6b0g_D0-C0,False,False,False,False,False,False,False,False,False,False,False
6b0h_B0-A0,False,False,False,False,False,False,False,False,False,False,False
6b0h_D0-C0,False,False,False,False,False,False,False,False,False,False,False
6b0s_H0-L0,False,False,False,False,False,False,False,False,False,False,False
