structure,in_legacy,split,legacy_test_split
6o3l_H0-L0,False,unassigned,False
6o3l_A0-B0,False,unassigned,False
6o3u_H0-L0,False,unassigned,False
6o3u_B0-A0,False,unassigned,False
6o3u_D0-C0,False,unassigned,False
6o3u_F0-E0,False,unassigned,False
6o41_D0-C0,True,train,False
6o41_H0-L0,True,train,False
6o41_B0-A0,True,train,False
6o42_H0-L0,True,train,False
6o42_B0-A0,True,train,False
6o89_H1-L0,False,valid,False
6o89_H0-L1,False,train,False
6o9h_H0-L0,True,train,False
6o9h_A0-B0,True,train,False
6o9i_A0-B0,True,train,False
6xca_H0-L0,True,train,False
6xcm_H0-L0,True,train,False
6xcm_N0-S0,True,train,False
4m6n_H0-L0,False,test,False
5cma_B0-A0,True,train,False
5csz_A0-B0,True,train,False
5csz_H0-L0,True,train,False
5cus_H0-L0,True,train,False
5cus_I0-M0,True,train,False
5cus_J0-N0,True,train,False
5cus_K0-O0,True,train,False
5czv_H0-L0,True,train,False
5czx_H0-L0,True,train,False
5czx_C0-D0,True,train,False
5d1q_B0-A0,True,train,False
5d1x_B0-A0,True,train,False
5d1x_C0-D0,True,train,False
5d1q_C0-D0,True,train,False
5d1z_G0-H0,True,train,False
5d1z_B0-A0,True,train,False
5d1z_F0-E0,True,train,False
5d1z_D0-C0,True,train,False
5d6c_H0-L0,True,valid,False
5d6c_B0-A0,True,unassigned,False
7qxd_HHH0-LLL0,False,unassigned,False
7qxd_KKK0-MMM0,False,unassigned,False
7qxe_HHH0-LLL0,False,unassigned,False
7qxe_KKK0-MMM0,False,unassigned,False
6dwa_B0-A0,True,unassigned,False
6dwa_H0-L0,True,unassigned,False
6dwc_B0-A0,True,unassigned,False
6dwc_H0-L0,True,unassigned,False
5d70_H0-L0,False,train,False
5d71_H0-L0,False,train,False
5d72_M0-N0,True,train,False
5d72_H0-L0,True,train,False
5d7s_H0-L0,True,train,False
5c7x_H0-L0,True,train,False
5c7x_M0-N0,True,train,False
5d8j_H0-L0,True,train,False
5d93_F0-E0,True,train,False
5d93_C0-B0,True,train,False
5d96_C0-B0,True,train,False
5d96_J0-I0,True,train,False
6bzu_A0-B0,True,train,False
6bzu_C0-D0,True,train,False
6bzu_E0-F0,True,train,False
6bzu_G0-H0,True,train,False
6bzv_E0-F0,True,train,False
6bzv_A0-B0,True,train,False
6bzv_C0-D0,True,train,False
6bzv_G0-H0,True,train,False
6bzy_H0-L0,True,train,False
6c08_D0-E0,True,train,False
6c08_A0-B0,True,train,False
6c5i_H0-L0,True,train,False
6c5h_H0-L0,True,train,False
6c5j_H0-L0,True,train,False
6c5k_H0-L0,True,train,False
6c5k_A0-B0,True,train,False
6cbj_H0-L0,True,train,False
8say_C0-D0,False,train,False
8say_H0-I0,False,train,False
8say_M0-N0,False,train,False
5tpl_H0-L0,True,train,False
6gv1_H0-L0,True,train,False
6gv4_H0-L0,True,train,False
6jep_H0-L0,True,train,False
6jep_K0-I0,True,train,False
4etq_H0-L0,True,train,False
4etq_A0-B0,True,train,False
4ebq_H0-L0,True,train,False
4evn_C0-D0,True,train,False
4evn_E0-F0,True,train,False
4evn_G0-H0,True,train,False
4evn_I0-J0,True,train,False
4evn_M0-N0,True,train,False
4evn_A0-B0,True,train,False
4evn_K0-L0,True,train,False
4evn_O0-P0,True,train,False
4f15_B0-C0,True,train,False
4f15_E0-F0,True,train,False
4f15_H0-I0,True,train,False
4f15_K0-L0,True,train,False
4f2m_C0-D0,True,train,False
4f2m_A0-B0,True,train,False
4f37_H0-L0,True,train,False
4f37_F0-K0,True,train,False
4f57_H0-L0,True,train,False
4f58_H0-L0,True,train,False
4f58_I0-M0,True,train,False
4f58_J0-N0,True,train,False
4f58_K0-O0,True,train,False
7mx8_H0-L0,False,train,False
7ur6_H0-L0,False,train,False
7ur6_D0-E0,False,train,False
7ur6_J0-K0,False,train,False
7ura_H0-L0,False,train,False
7urc_H0-L0,False,train,False
7urd_H0-L0,False,train,False
7ure_H0-L0,False,train,False
7urf_O0-P0,False,train,False
7mhy_O0-P0,True,train,False
7mhz_O0-P0,True,train,False
7urs_H0-L0,False,unassigned,False
7urq_H0-L0,True,test,True
7s4s_H0-L0,False,unassigned,False
7urv_D1-D0,False,train,False
7usl_H0-L0,False,train,False
7uvf_X0-Y0,False,train,False
7uvf_H0-L0,False,train,False
7uvi_D0-E0,False,train,False
7uvi_A0-B0,False,train,False
7uz4_M0-N0,False,train,False
7uz4_H0-L0,False,train,False
7uz4_P0-Q0,False,train,False
7uz5_H0-L0,False,train,False
7uz6_H0-L0,False,train,False
7uz6_M0-N0,False,train,False
7uz6_P0-Q0,False,train,False
7uz7_H0-L0,False,train,False
7uz7_M0-N0,False,train,False
7uz7_P0-Q0,False,train,False
7uz8_P0-Q0,False,train,False
7uz8_H0-L0,False,train,False
7uz8_M0-N0,False,train,False
5w23_H0-L0,True,train,False
5w23_I0-M0,True,train,False
5w23_J0-N0,True,train,False
5w24_H0-L0,True,train,False
5w2b_H0-L0,True,train,False
5vkd_H0-L0,True,train,False
5w3e_E0-G0,True,train,False
5w3l_E0-G0,True,train,False
5w3m_E0-G0,True,train,False
5w3o_D0-E0,True,train,False
5xrq_H0-L0,True,train,False
5xrq_A0-B0,True,train,False
5w5z_H0-L0,True,train,False
5w5x_H0-L0,True,train,False
5w6c_H0-L0,True,train,False
5w6g_H0-L0,True,train,False
7kmh_A0-B0,False,train,False
4dw2_H0-L0,True,train,False
4dvb_A0-B0,True,train,False
4dvb_H0-L0,True,train,False
4edw_H0-L0,True,train,False
4edx_H0-L0,True,train,False
4edx_B0-A0,True,train,False
5myx_D0-C0,True,train,False
5myx_B0-A0,True,train,False
7mly_G0-J0,False,train,False
7mly_F0-K0,False,train,False
7mly_L0-M0,False,train,False
7mly_H0-I0,False,train,False
7t25_A0-B0,False,train,False
7t25_H0-L0,False,train,False
7u9w_H0-H1,False,train,False
7ui0_H0-L0,False,train,False
7ui0_I0-M0,False,train,False
7ui0_J0-N0,False,train,False
7mpg_F0-G0,False,train,False
7mpg_H0-I0,False,train,False
7mpg_D0-E0,False,train,False
4zyk_A0-B0,True,train,False
4zyk_H0-L0,True,train,False
7ukl_X0-Y0,False,train,False
7ukl_M0-N0,False,train,False
7ukl_H0-L0,False,train,False
7ul0_H0-L0,False,train,False
7ul1_H0-L0,False,train,False
7um3_H0-L0,False,train,False
7um3_I0-M0,False,train,False
7umm_J0-N0,False,train,False
7umm_H0-L0,False,train,False
7umm_I0-M0,False,train,False
7ums_40-50,False,train,False
7ums_60-70,False,train,False
7uop_H0-L0,False,train,False
7uop_B0-E0,False,train,False
7uop_C0-F0,False,train,False
7uot_S0-T0,False,train,False
7uot_O0-P0,False,train,False
7uot_Q0-R0,False,train,False
7uov_S0-T0,False,train,False
7uov_O0-P0,False,train,False
7uov_Q0-R0,False,train,False
7uot_H0-L0,False,train,False
7up9_H0-L0,False,train,False
7upa_H0-L0,False,train,False
7upa_B0-E0,False,train,False
7upa_C0-F0,False,train,False
7upw_D0-E0,False,train,False
7upw_F0-G0,False,train,False
7upw_H0-L0,False,train,False
7upx_H0-L0,False,train,False
7upy_H0-L0,False,train,False
7upy_F0-G0,False,train,False
7upy_D0-E0,False,train,False
8tp2_H0-L0,False,train,False
1f4x_H0-L0,True,train,False
1f4y_H0-L0,True,train,False
1f4w_H0-L0,True,train,False
6uta_A0-B0,True,train,False
6uta_H0-L0,True,train,False
6wbv_H0-L0,True,train,False
6w4s_H0-L0,True,train,False
6w4v_C0-D0,True,train,False
6wds_H0-L0,True,train,False
7e7x_M0-N0,True,train,False
7e7x_H0-L0,True,train,False
7e7y_C0-D0,True,train,False
7e7y_A0-B0,True,train,False
7e86_A0-B0,True,train,False
7e9b_H0-L0,True,valid,False
7e9o_H0-L0,False,train,False
7e9o_Y0-X0,False,train,False
7wly_P0-O0,False,train,False
7wly_Y0-X0,False,train,False
7wlz_P0-O0,False,train,False
7wm0_H0-L0,False,train,False
7ebz_E0-F0,True,train,False
7ec5_E0-F0,True,train,False
7ejy_H0-L0,False,train,False
7ek0_H0-L0,False,train,False
7f6y_H0-L0,False,train,False
7f6z_H0-L0,False,train,False
7enf_P0-O0,False,train,False
7epx_H0-L0,False,train,False
7epx_I0-M0,False,train,False
7wou_E1-E0,False,train,False
7wou_G1-G0,False,train,False
7kqe_H0-L0,True,train,False
7kqe_J0-M0,True,train,False
7kqe_I0-N0,True,train,False
7m7b_H0-L0,True,train,False
7kqg_B0-C0,True,train,False
1ynt_D0-C0,True,train,False
1ynt_B0-A0,True,train,False
4kq3_H0-L0,True,valid,False
5xjm_H0-L0,True,train,False
6jod_H0-L0,True,train,False
5xli_c0-a0,True,train,False
5xli_d0-b0,True,train,False
5yd3_A0-A1,True,train,False
5yd3_C0-C1,True,train,False
5yd3_E0-E1,True,train,False
5yd3_G0-G1,True,train,False
5yd4_A0-A1,True,train,False
5yd4_C0-C1,True,train,False
5yd4_E0-E1,True,train,False
5yd4_G0-G1,True,train,False
5yy4_A0-A1,True,train,False
5yd5_A0-A1,True,train,False
5yd5_C0-C1,True,train,False
6k0y_A0-B0,True,valid,False
6kyz_E0-F0,True,train,False
6kyz_B0-C0,True,train,False
6kz0_B0-C0,True,train,False
6kz0_E0-F0,True,train,False
6kz0_H0-I0,True,train,False
6kz0_K0-L0,True,train,False
6ltg_C0-D0,True,train,False
6ltg_A0-B0,True,train,False
7bsc_H0-L0,True,train,False
7bsd_A0-B0,True,train,False
7bsd_H0-L0,True,train,False
7dfp_C0-B0,True,train,False
8fdc_A0-B0,False,train,False
8idn_H0-L0,False,train,False
8h00_E0-D0,False,train,False
8h00_G0-F0,False,train,False
8h00_I0-H0,False,train,False
8ivw_E0-F0,False,train,False
8ivw_H0-I0,False,train,False
8ivw_K0-L0,False,train,False
8ivw_B0-C0,False,train,False
4nzr_H0-L0,True,valid,False
4jm2_A0-B0,True,unassigned,False
4jm4_H0-L0,True,unassigned,False
4o58_H0-L0,False,train,False
4o5l_H0-L0,False,train,False
4ob5_H0-L0,True,train,False
4odx_A0-L0,True,train,False
4odx_H0-B0,True,train,False
4m8q_A0-B0,True,train,False
4m8q_H0-L0,True,train,False
4m62_H0-L0,True,train,False
4m62_I0-M0,True,train,False
4lrn_H0-L0,True,train,False
4od2_B0-A0,True,train,False
5mo9_H0-L0,True,train,False
5n7w_H0-L0,True,train,False
5n7w_A0-B0,True,train,False
5nb5_I0-M0,True,train,False
5nb5_H0-L0,True,train,False
5nbw_H0-L0,True,train,False
5nbw_B0-A0,True,train,False
5ngv_H0-L0,True,train,False
5nh3_H0-L0,True,train,False
5nh3_I0-M0,True,train,False
5nhr_H0-L0,True,train,False
5nhr_A0-B0,True,train,False
5nhw_H0-L0,True,train,False
4fze_H0-L0,True,train,False
5i19_H0-L0,True,train,False
8dy2_A1-A0,False,train,False
8dy2_B1-B0,False,train,False
8dy2_C1-C0,False,train,False
8dy2_D1-D0,False,train,False
8dy0_A0-A1,False,train,False
8dy0_B0-B1,False,train,False
7sk8_D0-C0,False,train,False
7sk4_D0-C0,False,train,False
7sk7_D0-C0,False,train,False
7sk8_F0-E0,False,train,False
7sk4_F0-E0,False,train,False
7xcz_D0-E0,False,train,False
7xdk_D0-E0,False,train,False
7xdk_H0-I0,False,train,False
7xdk_N0-O0,False,train,False
7xcz_B0-C0,False,train,False
7xda_B0-C0,False,train,False
7xdk_F0-G0,False,train,False
7xdk_K0-J0,False,train,False
7xdk_L0-M0,False,train,False
7xdl_E0-D0,False,train,False
7xdl_G0-F0,False,train,False
7xdl_I0-H0,False,train,False
7xd2_D0-J0,False,train,False
7xd2_E0-H0,False,train,False
7xd2_I0-L0,False,train,False
8h08_D0-J0,False,train,False
8h08_F0-H0,False,train,False
8h08_L0-P0,False,train,False
8h07_E0-J0,False,train,False
8h07_G0-H0,False,train,False
8h07_M0-P0,False,train,False
7xda_D0-E0,False,train,False
7xdb_D0-E0,False,train,False
7xdb_G0-F0,False,train,False
7xdb_I0-H0,False,train,False
7xdl_M0-L0,False,train,False
7xh8_B0-C0,False,train,False
7xic_E0-F0,False,train,False
7xic_H0-I0,False,train,False
7xic_K0-L0,False,train,False
7xil_H0-L0,False,train,False
7xik_H0-L0,False,train,False
7xj6_E0-D0,False,train,False
7xj6_G0-F0,False,train,False
7xj6_I0-H0,False,train,False
7xj8_G0-F0,False,train,False
7xj8_I0-H0,False,train,False
7xj9_G0-F0,False,train,False
7xj9_I0-H0,False,train,False
7wwj_G0-F0,False,train,False
7wwj_I0-H0,False,train,False
7wwk_G0-F0,False,train,False
7wwk_I0-H0,False,train,False
7xj6_K0-J0,False,train,False
7xj8_K0-J0,False,train,False
7xj9_K0-J0,False,train,False
7tqa_H0-L0,False,train,False
7tqa_C0-D0,False,train,False
7tqa_A0-B0,False,train,False
7tqb_H0-L0,False,train,False
7xst_H0-I0,False,train,False
7xst_L0-M0,False,train,False
7xst_D0-E0,False,train,False
7xmz_D0-E0,False,train,False
7xmz_H0-L0,False,train,False
7xmz_G0-I0,False,train,False
7xst_N0-O0,False,train,False
7xst_J0-K0,False,train,False
7xst_F0-G0,False,train,False
7xod_U0-V0,False,train,False
7wpe_U0-V0,False,train,False
7wpf_U0-V0,False,train,False
7wrv_U0-V0,False,train,False
8w86_E0-F0,False,unassigned,False
8w86_A0-B0,False,valid,False
1uj3_B0-A0,True,test,False
2dd8_H0-L0,True,train,False
2g75_A0-B0,True,train,False
2g75_C0-D0,True,train,False
3w9e_A0-B0,True,train,False
3w9d_A0-B0,True,train,False
3w9d_C0-D0,True,train,False
4k23_H0-L0,True,train,False
5aze_H0-L0,True,train,False
5b3n_A0-A1,False,train,False
5cil_H0-L0,True,train,False
3h3p_H0-L0,True,train,False
3h3p_I0-M0,True,train,False
3lh2_J0-N0,True,train,False
3lh2_H0-L0,True,train,False
3lh2_I0-M0,True,train,False
3lh2_K0-O0,True,train,False
3lhp_H0-L0,True,train,False
3lhp_I0-M0,True,train,False
1tzg_H0-L0,True,train,False
1tzg_I0-M0,True,train,False
4wy7_H0-L0,True,train,False
4xaw_H0-L0,True,train,False
4xbe_H0-L0,True,train,False
4xbg_H0-L0,True,train,False
4xbg_A0-B0,True,train,False
4xbg_C0-D0,True,train,False
4xbg_E0-F0,True,train,False
4xbg_G0-I0,True,train,False
4xbg_J0-K0,True,train,False
4xbp_H0-L0,True,train,False
4xbp_A0-B0,True,train,False
4xbp_C0-D0,True,train,False
4xbp_E0-F0,True,train,False
2fx8_H0-L0,True,train,False
2fx8_I0-M0,True,train,False
2fx8_J0-N0,True,train,False
2fx8_K0-O0,True,train,False
4xc3_H0-L0,True,train,False
4ngh_H0-L0,True,train,False
4llv_A0-B0,True,train,False
4llv_C0-D0,True,train,False
4llv_E0-F0,True,train,False
4llv_H0-L0,True,train,False
4xc1_H0-L0,True,train,False
5cip_H0-L0,True,train,False
5cip_A0-B0,True,train,False
4nhc_H0-L0,True,train,False
2fx7_H0-L0,True,train,False
2fx9_H0-L0,True,train,False
2fx9_I0-M0,True,train,False
4xcc_H0-L0,True,train,False
4xce_H0-L0,True,train,False
4xce_A0-B0,True,train,False
4xce_C0-D0,True,train,False
4xcf_H0-L0,False,train,False
4xcn_H0-L0,True,train,False
4xcn_A0-B0,True,train,False
4xcn_C0-D0,True,train,False
4xcn_E0-F0,True,train,False
4xcn_G0-I0,True,train,False
4xcn_J0-K0,True,train,False
7ekb_H0-L0,True,train,False
5cin_H0-L0,True,valid,False
7ekk_H0-L0,True,valid,False
5gjt_H0-L0,True,train,False
5gjs_H0-L0,True,train,False
5gmq_B0-C0,True,train,False
5ig7_G0-H0,True,train,False
5ig7_A0-B0,True,train,False
5ig7_D0-E0,True,train,False
5ig7_J0-K0,True,train,False
5ifj_G0-H0,True,train,False
5ifj_A0-B0,True,train,False
5ifj_D0-E0,True,train,False
5ifj_J0-K0,True,train,False
5ihz_A0-B0,True,train,False
5ihz_C0-D0,True,train,False
5ihz_E0-F0,True,train,False
5ihz_H0-L0,True,train,False
4n0y_H0-L0,True,train,False
4n90_D0-E0,True,train,False
4n90_H0-I0,True,train,False
4n90_F0-G0,True,train,False
4n9g_A0-B0,True,train,False
4n9g_E0-F0,True,train,False
4n9g_H0-L0,True,train,False
4n9g_M0-N0,True,train,False
4nja_H0-L0,True,train,False
4nj9_H0-L0,True,train,False
4nko_F0-E0,True,train,False
4nko_B0-A0,True,train,False
4nko_D0-C0,True,train,False
4nm4_H0-L0,True,train,False
4nm4_I0-M0,True,train,False
4nnp_X0-Y0,True,train,False
4nnp_H0-L0,True,train,False
4np4_I0-M0,True,train,False
4np4_H0-L0,True,train,False
4nrx_A0-B0,True,train,False
4nrx_H0-L0,True,train,False
4nrx_D0-E0,True,train,False
4nry_H0-L0,True,train,False
4nry_A0-B0,True,train,False
4nrz_A0-B0,True,train,False
4nrz_H0-L0,True,train,False
4nuj_B0-A0,True,train,False
4nwt_H0-L0,True,valid,False
4nwu_H0-L0,True,train,False
6a0x_A0-B0,False,train,False
6a0x_C0-D0,False,train,False
6a0x_E0-F0,False,train,False
6a0x_G0-H0,False,train,False
6a0z_H0-L0,False,train,False
4bkl_A0-B0,False,train,False
4buh_B0-B1,True,unassigned,False
4buh_A0-A1,True,test,False
4bz1_H0-L0,True,train,False
4bz2_H0-L0,True,train,False
4ybq_F0-E0,True,train,False
4ybq_D0-C0,True,train,False
5ggq_H0-L0,True,train,False
5ggr_A0-B0,True,train,False
5ggr_H0-L0,True,train,False
5wt9_H0-L0,True,train,False
5gis_H0-L0,True,train,False
5gir_H0-L0,True,train,False
5gir_A0-B0,True,train,False
7s6k_H0-L0,False,train,False
7s6k_C0-D0,False,train,False
7s6k_F0-G0,False,train,False
7sbu_H0-L0,False,train,False
7s7i_H0-L0,False,train,False
7s7i_I0-M0,False,train,False
7s7i_J0-N0,False,train,False
7s7i_U0-V0,False,train,False
7s7i_W0-X0,False,train,False
7s7i_Y0-Z0,False,train,False
6mb3_H0-L0,True,train,False
6mb3_A0-K0,True,train,False
6mb3_B0-M0,True,train,False
6mb3_C0-N0,True,train,False
6mb3_D0-O0,True,train,False
6mb3_F0-P0,True,train,False
6mb3_G0-Q0,True,train,False
6mb3_I0-R0,True,train,False
6mb3_J0-S0,True,train,False
8dyx_H0-L0,False,train,False
8dyx_A0-B0,False,train,False
8dyx_C0-D0,False,train,False
8dyx_E0-F0,False,train,False
8dyx_M0-N0,False,train,False
8dyx_O0-P0,False,train,False
8dyx_Q0-R0,False,train,False
8dyx_S0-T0,False,train,False
8dyx_U0-V0,False,train,False
8dyx_W0-X0,False,train,False
8dyx_Y0-Z0,False,train,False
6axk_A0-B0,True,train,False
6med_A0-B0,True,train,False
6med_C0-D0,True,train,False
6med_G0-I0,True,train,False
6mei_H0-L0,True,train,False
6mej_H0-L0,True,train,False
6mek_H0-L0,True,train,False
6mek_B0-D0,True,train,False
6meg_H0-L0,True,train,False
6mej_A0-B0,True,train,False
6mek_F0-E0,True,train,False
6mek_I0-G0,True,train,False
6mhr_A0-B0,True,train,False
6mhr_D0-E0,True,train,False
6mlk_H0-L0,True,train,False
6mnq_H0-L0,True,train,False
6mnr_H0-L0,True,train,False
6mns_H0-L0,True,train,False
6mns_A0-B0,True,train,False
1nak_I0-M0,True,train,False
1nak_H0-L0,True,train,False
1nbv_H0-L0,True,train,False
1cbv_H0-L0,True,train,False
1nc2_B0-A0,True,train,False
1nc2_D0-C0,True,train,False
1nc4_B0-A0,True,train,False
1nc4_D0-C0,True,train,False
1nca_H0-L0,True,train,False
1ncb_H0-L0,True,train,False
1ncc_H0-L0,True,train,False
1ncd_H0-L0,True,train,False
1ndg_B0-A0,True,train,False
1ndm_B0-A0,True,train,False
1nfd_H0-G0,True,train,False
1nfd_F0-E0,True,train,False
8smi_H0-L0,False,train,False
8wsq_A0-B0,False,train,False
7wcr_a0-b0,False,train,False
7wcz_a0-b0,False,train,False
7wd0_a0-b0,False,train,False
7wd0_c0-d0,False,train,False
7wd7_a0-b0,False,train,False
7wd7_c0-d0,False,train,False
7wd7_e0-f0,False,train,False
7wcu_A0-B0,False,train,False
7wcp_D0-E0,False,train,False
7wcp_H0-L0,False,train,False
7wcp_M0-N0,False,train,False
7wk9_c0-d0,False,train,False
7wk9_a0-b0,False,train,False
8gtp_H0-L0,False,train,False
8gtp_I0-M0,False,train,False
8gtp_J0-N0,False,train,False
7wea_H0-L0,False,train,False
7wea_G0-I0,False,train,False
7wec_G0-J0,False,train,False
7wec_H0-L0,False,train,False
7wec_I0-K0,False,train,False
7wed_H0-L0,False,train,False
7we8_H0-L0,False,train,False
7wh8_B0-A0,False,train,False
7whb_D0-E0,False,train,False
7whb_G0-H0,False,train,False
7whb_J0-K0,False,train,False
7whd_D0-E0,False,train,False
7whd_G0-H0,False,train,False
7whd_J0-K0,False,train,False
7whz_C0-E0,False,train,False
7whz_B0-D0,False,train,False
7whz_H0-L0,False,train,False
7wjy_B0-C0,False,train,False
7wjy_E0-F0,False,train,False
7wjz_A0-C0,False,train,False
7wjz_D0-N0,False,train,False
7wjz_E0-O0,False,train,False
7wjz_F0-P0,False,train,False
7wjz_G0-Q0,False,train,False
7wjz_H0-R0,False,train,False
7wk0_A0-B0,False,train,False
7wk0_D0-E0,False,train,False
7wkx_B0-D0,False,train,False
7wkx_A0-C0,False,train,False
7zfb_A0-B0,False,train,False
7zfb_C0-D0,False,train,False
7zfc_H0-L0,False,train,False
7zfb_H0-L0,False,train,False
7zfb_J0-K0,False,train,False
7zfc_A0-B0,False,train,False
7wn8_P0-Q0,False,train,False
7wn8_H0-L0,False,train,False
7wnb_H0-L0,False,train,False
8i5h_H0-L0,False,train,False
8i5h_B0-C0,False,train,False
8i5h_E0-F0,False,train,False
7yow_H0-L0,False,train,False
7yow_B0-A0,False,train,False
7wo5_D0-E0,False,train,False
7wo5_F0-G0,False,train,False
7wo5_H0-I0,False,train,False
7qxc_HHH0-LLL0,False,train,False
7r58_H0-L0,False,train,False
7r87_C0-D0,False,train,False
7r88_C0-D0,False,train,False
7r89_C0-D0,False,train,False
7r8a_C0-D0,False,train,False
7r8b_C0-D0,False,train,False
7r8l_H0-L0,True,train,False
7n3h_H0-L0,True,train,False
7r8o_H0-L0,True,train,False
7r8o_M0-N0,True,train,False
7r8o_O0-P0,True,train,False
7ra8_H0-L0,True,train,False
7ra8_C0-D0,True,train,False
7ra8_F0-G0,True,train,False
7m7w_A0-B0,True,train,False
7m7w_H0-L0,True,train,False
7rai_J0-N0,False,train,False
7rai_H0-L0,False,train,False
7rai_I0-M0,False,train,False
7tb8_D0-E0,False,train,False
7tb8_F0-G0,False,train,False
7tb8_J0-K0,False,train,False
7tbf_D0-E0,False,train,False
2c1p_B0-A0,True,train,False
2c1p_H0-L0,True,train,False
2c1o_B0-A0,True,train,False
2c1o_H0-L0,True,train,False
4hdi_B0-A0,True,train,False
4hdi_H0-L0,True,train,False
5w4l_B0-C0,True,train,False
5w4l_D0-E0,True,train,False
5yoy_G0-D0,True,train,False
5yoy_H0-E0,True,train,False
5yoy_I0-F0,True,train,False
5yoy_P0-M0,True,train,False
5yoy_Q0-N0,True,train,False
5yoy_R0-O0,True,train,False
5zs0_B0-A0,True,train,False
6ikm_a0-a1,True,train,False
6ikm_n0-n1,True,train,False
6ikm_b0-b1,True,train,False
6ikm_o0-o1,True,train,False
6ikm_c0-c1,True,train,False
6ikm_p0-p1,True,train,False
6ikm_d0-d1,True,train,False
6ikm_q0-q1,True,train,False
6ikm_e0-e1,True,train,False
6ikm_r0-r1,True,train,False
6ikm_f0-f1,True,train,False
6ikm_g0-g1,True,train,False
6ikm_h0-h1,True,train,False
6ikm_i0-i1,True,train,False
6ikm_j0-j1,True,train,False
6ikm_k0-k1,True,train,False
6ikm_l0-l1,True,train,False
6ikm_m0-m1,True,train,False
6kn9_D0-D1,True,train,False
6kn9_E0-E1,True,train,False
6kn9_F0-F1,True,train,False
6cmi_D0-C0,True,train,False
6cmg_C0-B0,True,train,False
6cnj_G0-F0,True,train,False
6cnj_I0-H0,True,train,False
6cnj_K0-J0,True,train,False
6ct7_A0-B0,True,valid,False
6ct7_H0-L0,True,unassigned,False
5tkj_A0-B0,True,train,False
5tkj_D0-E0,True,train,False
5tkj_G0-H0,True,train,False
5tkj_J0-K0,True,train,False
6cvk_B1-B0,True,train,False
6cvk_A1-A0,True,train,False
6cwd_B1-B0,True,train,False
6cwd_A1-A0,True,train,False
6cwd_E1-E0,True,train,False
6cwd_G1-G0,True,train,False
6cw2_A0-B0,True,train,False
6cw3_A0-B0,False,valid,False
6cw3_C0-D0,False,unassigned,False
6cwt_C0-D0,True,train,False
6cwt_A0-B0,True,train,False
6cyf_D0-C0,True,train,False
6cyf_M0-L0,True,train,False
6cyf_F0-E0,True,train,False
6cyf_U0-T0,True,train,False
6d01_A0-B0,True,train,False
6d01_C0-D0,True,train,False
6d01_E0-F0,True,train,False
6d01_G0-H0,True,train,False
6d0x_A0-B0,True,valid,False
6d11_A0-B0,True,train,False
6d11_C0-D0,True,train,False
6d2p_H0-L0,True,train,False
7ubs_H0-H1,False,train,False
7ubs_I0-I1,False,train,False
7ubs_J0-J1,False,train,False
7ubs_K0-K1,False,train,False
8db4_G0-H0,False,train,False
8db4_A0-B0,False,train,False
8db4_I0-J0,False,train,False
8db4_C0-D0,False,train,False
2v7h_H0-L0,True,train,False
2v7h_B0-A0,True,train,False
2vq1_F0-E0,True,train,False
2vq1_B0-A0,True,train,False
3ffd_A0-B0,True,train,False
4hkx_A0-B0,True,train,False
5xwd_H0-D0,True,train,False
6jjp_D0-E0,True,train,False
6jjp_A0-B0,True,train,False
4r7n_A0-B0,True,train,False
4r7n_C0-D0,True,train,False
4r7n_E0-F0,True,train,False
4r7n_G0-H0,True,train,False
4r7n_I0-J0,True,train,False
4r7n_K0-L0,True,train,False
4r7n_M0-N0,True,train,False
4r7n_O0-P0,True,train,False
4r7n_S0-T0,True,train,False
4r7n_Q0-R0,True,train,False
5grj_H0-L0,True,train,False
4nki_H0-L0,True,train,False
5te4_H0-L0,True,unassigned,False
5te6_H0-L0,False,unassigned,False
5te7_H0-L0,True,valid,False
6nm6_U0-V0,True,unassigned,False
5tf1_H0-L0,True,valid,False
5tfs_H0-L0,True,train,False
5tgb_H0-L0,True,train,False
5tgb_A0-B0,True,train,False
5th9_H0-L0,True,train,False
5th9_I0-M0,True,train,False
5th9_J0-N0,True,train,False
5tkk_H0-L0,True,train,False
5tl5_H0-L0,True,train,False
5tlj_B0-A0,True,train,False
5tlj_F0-E0,True,train,False
5tlk_B0-A0,True,train,False
5tlk_F0-E0,True,train,False
5tlj_H0-G0,True,train,False
5tlj_D0-C0,True,train,False
5tlk_H0-G0,True,train,False
5tlk_D0-C0,True,train,False
5tpn_H0-L0,True,train,False
5tpw_H0-L0,True,train,False
5tq0_H0-L0,True,train,False
5tq2_H0-L0,True,train,False
5trp_H0-L0,True,train,False
5tud_C0-B0,True,train,False
5tud_F0-E0,True,train,False
7srs_Q0-P0,False,train,False
5ty6_H0-L0,True,train,False
5tz2_H0-L0,True,train,False
5tzt_H0-L0,True,train,False
5tzt_A0-B0,True,train,False
5u0r_H0-L0,True,train,False
5u3j_H0-L0,True,train,False
5u3k_H0-L0,True,train,False
5u3k_A0-B0,True,train,False
5u3l_H0-L0,True,train,False
5u3l_A0-B0,True,train,False
5u3n_H0-L0,True,train,False
5u3m_H0-L0,True,train,False
1dzb_B0-B1,False,train,False
1dzb_A0-A1,False,train,False
3rkd_D0-C0,True,train,False
3rkd_H0-L0,True,train,False
5en2_A0-B0,True,train,False
7str_H0-L0,False,train,False
7sts_H0-L0,False,test,False
7sts_A0-B0,False,unassigned,False
7sue_H0-L0,False,train,False
7sue_B0-A0,False,train,False
7sue_F0-E0,False,train,False
